uuid,tipo,serie,folio,fecha,fecha_timbrado,rfc_emisor,nombre_emisor,rfc_receptor,nombre_receptor,uso_cfdi,forma_pago,metodo_pago,clave_prod_serv,descripcion,cantidad,valor_unitario,subtotal,iva,total,moneda,po_number,counterparty_id,approved_by
3794B95F-738D-8E73-9C1F-7FA8AB0BDE68,emitida,F,1529,2025-03-31,2025-03-31,TIN091214KL3,Talleres Industriales del Norte SA de CV,XVS9502132UY,Autopartes Quintanilla S de RL de CV,G01,03,PPD,23271800,Corte y doblez,1.0,337695.27,337695.27,54031.24,391726.51,MXN,,C00004,E00007
6C67A2DE-0366-BE75-C4BA-954AE87D1BB6,emitida,F,1619,2025-03-31,2025-03-31,TIN091214KL3,Talleres Industriales del Norte SA de CV,CSM870728H9S,Grupo Quintanilla S de RL de CV,G01,03,PPD,23271800,Maquinado de piezas,1.0,149581.95,149581.95,23933.11,173515.06,MXN,,C00001,E00007
DBA3C906-17FE-7429-A781-F2407CD56811,recibida,A,26340,2025-04-01,2025-04-03,JCY220225DEO,Soldadura Regiomontana S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Solvente industrial,107.0,718.5,76879.9,12300.78,89180.68,MXN,PO00373,S00029,E00002
B6CFD5AA-E152-E01D-4A14-E44FB855F18D,recibida,A,61660,2025-04-01,2025-04-02,RHK9801046MV,Suministros Guadalupe SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,78101800,Flete local,1.0,6210.0,6210,993.6,7203.6,MXN,PO00291,S00008,E00002
DDAA1F92-C017-665D-909A-2CE1AE3C6FC1,recibida,A,50544,2025-04-01,2025-04-01,GIG1908016AL,Ferretera Santa Catarina SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Electrodos 6013,25.0,6735.7,168392.4,26942.78,195335.18,MXN,PO00106,S00018,E00002
E795BD2A-A84B-39AE-8C11-7FCFA34DFAA9,recibida,A,43256,2025-04-01,2025-04-03,RGL990201RM6,Gestoría y Enlace Santa Catarina S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Servicios de gestión y enlace comercial,1.0,64000.0,64000,10240.0,74240.0,MXN,PO00219,S00034,E00002
F4828865-1412-0185-D880-E0C0F49006CF,recibida,A,15742,2025-04-03,2025-04-03,FWD180424QZI,Pinturas Escobedo S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Bandas industriales,5.0,3137.56,15687.8,2510.05,18197.85,MXN,PO00500,S00035,E00002
92942BC8-E49F-F0FC-4D4D-9E9C4B2DAEA8,recibida,A,84277,2025-04-04,2025-04-04,TYC9409017QY,Hidráulica Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Capacitación,1.0,29570.5,29570.5,4731.28,34301.78,MXN,PO00249,S00006,E00002
5E5F6A23-0559-9F20-A610-3DE24DC7622B,emitida,F,1594,2025-04-04,2025-04-04,TIN091214KL3,Talleres Industriales del Norte SA de CV,KIP8808101ID,Autopartes Chapa SAPI de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,129647.57,129647.57,20743.61,150391.18,MXN,,C00003,E00007
A5BC2EBA-CA03-2526-47D9-815CA134A478,recibida,A,7332,2025-04-07,2025-04-07,ZKV070614580,Empaques Apodaca SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Perfil PTR 2x2,110.0,123.34,13567.8,2170.85,15738.65,MXN,PO00131,S00039,E00002
8BE84F09-59C0-D4F8-B6EB-F0FA7E695728,recibida,A,69368,2025-04-07,2025-04-07,FWD180424QZI,Pinturas Escobedo S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Motor eléctrico 5HP,123.0,76.97,9467.8,1514.85,10982.65,MXN,PO00145,S00035,E00002
63C97B34-6CA3-4DD3-0C7F-2218ECD150C1,emitida,F,1602,2025-04-07,2025-04-07,TIN091214KL3,Talleres Industriales del Norte SA de CV,NBX010517L3O,Envases Quintanilla S de RL de CV,G01,03,PPD,23271800,Corte y doblez,1.0,352141.46,352141.46,56342.63,408484.09,MXN,,C00017,E00007
28102817-0D97-9313-55E6-545D38271C18,recibida,A,25785,2025-04-07,2025-04-07,PQK190120RM2,Industrias del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Consultoría estratégica,1.0,150000.0,150000,24000.0,174000.0,MXN,PO00432,S00003,E00002
E3A8B231-42DC-8EE0-70CF-1EF08B658718,recibida,A,20327,2025-04-08,2025-04-08,TQX980213KP2,Soldadura Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,78101800,Maniobras de carga,1.0,10760.5,10760.5,1721.68,12482.18,MXN,PO00246,S00011,E00002
70488E85-C33C-48D8-9340-7FC01919E15B,recibida,A,65831,2025-04-09,2025-04-11,RYY210726M9I,Metálica del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80131500,Renta de montacargas,1.0,28760.5,28760.5,4601.68,33362.18,MXN,PO00135,S00015,E00002
4A3EBB6D-FBEF-EBCA-EF5E-BC3EB645DD72,recibida,A,68532,2025-04-09,2025-04-09,YZN920101669,Neumática Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Rodamientos SKF,192.0,101.16,19422.4,3107.58,22529.98,MXN,PO00391,S00020,E00002
CFC18B2B-11FD-C8B4-9D71-D5EC9E8B5B4E,emitida,F,1608,2025-04-09,2025-04-09,TIN091214KL3,Talleres Industriales del Norte SA de CV,NBX010517L3O,Envases Quintanilla S de RL de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,289257.22,289257.22,46281.16,335538.38,MXN,,C00017,E00007
95B323DE-CFEE-6958-C9CD-FFC3CE3E94F8,recibida,A,45482,2025-04-10,2025-04-12,RYY210726M9I,Metálica del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80131500,Servicio de energía,1.0,45159.9,45159.9,7225.58,52385.48,MXN,PO00201,S00015,E00002
81EBFA28-7034-B860-59A4-29B8CDDE76C0,recibida,A,52806,2025-04-10,2025-04-11,JDT8809104XZ,Empaques del Norte SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de limpieza,1.0,45420.5,45420.5,7267.28,52687.78,MXN,PO00044,S00013,E00002
F9C64C08-3E5D-3272-E67E-86E51E33E788,recibida,A,84620,2025-04-11,2025-04-13,IXR870809SKC,Electrónica del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,78101800,Maniobras de carga,1.0,11492.4,11492.4,1838.78,13331.18,MXN,PO00328,S00012,E00002
B564F934-FC99-3E8E-2751-1B5230E9B658,emitida,F,1534,2025-04-11,2025-04-11,TIN091214KL3,Talleres Industriales del Norte SA de CV,SVP160304LM6,Envases Elizondo SA de CV,G01,03,PPD,23271800,Corte y doblez,1.0,262594.05,262594.05,42015.05,304609.1,MXN,,C00016,E00007
2982DF3B-D4B4-ED65-6847-9968666231EF,recibida,A,2585,2025-04-11,2025-04-12,RGL990201RM6,Gestoría y Enlace Santa Catarina S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de gestión y enlace comercial,1.0,64000.0,64000,10240.0,74240.0,MXN,PO00061,S00034,E00002
8AAFD712-C7C2-671F-C431-7101F69A86C4,recibida,A,60004,2025-04-14,2025-04-15,QLD0604095NT,Metálica San Nicolás SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Consultoría de procesos,1.0,44467.8,44467.8,7114.85,51582.65,MXN,PO00236,S00010,E00002
A853DA43-FB1E-F2E3-1092-F06D3809753F,emitida,F,1526,2025-04-14,2025-04-14,TIN091214KL3,Talleres Industriales del Norte SA de CV,XVS9502132UY,Autopartes Quintanilla S de RL de CV,G01,03,PPD,23271800,Fabricación de estructura,1.0,111223.97,111223.97,17795.84,129019.81,MXN,,C00004,E00007
BC9D64ED-0E02-8B42-C8A3-EBD1BC73153E,emitida,F,1585,2025-04-14,2025-04-14,TIN091214KL3,Talleres Industriales del Norte SA de CV,TIV9003196BV,Grupo Chapa S de RL de CV,G01,03,PPD,23271800,Maquinado de piezas,1.0,55922.2,55922.2,8947.55,64869.75,MXN,,C00007,E00007
48131455-4F86-4209-7E68-F50737293959,emitida,F,1615,2025-04-14,2025-04-14,TIN091214KL3,Talleres Industriales del Norte SA de CV,CSM870728H9S,Grupo Quintanilla S de RL de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,105818.69,105818.69,16930.99,122749.68,MXN,,C00001,E00007
B8850C82-6074-EF4A-D2D4-91AB358FB814,recibida,A,27700,2025-04-14,2025-04-14,PQK190120RM2,Industrias del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de asesoría integral,1.0,250000.0,250000,40000.0,290000.0,MXN,PO00350,S00003,E00002
06A1FD3A-0F48-452D-6238-C7493B76B261,recibida,A,39289,2025-04-15,2025-04-17,GIG1908016AL,Ferretera Santa Catarina SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Brocas HSS,180.0,926.06,166690,26670.4,193360.4,MXN,PO00278,S00018,E00002
72BDA7B6-4C95-3648-1C28-28AAA3C35386,recibida,A,39782,2025-04-15,2025-04-15,KUA86021592H,Grupo Nuevo León SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Perfil PTR 2x2,81.0,275.31,22300.5,3568.08,25868.58,MXN,PO00442,S00021,E00002
883BE9C3-C09D-B405-5762-61709F860BBF,recibida,A,35108,2025-04-15,2025-04-17,KGD1808073H9,Transportes Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Sellos hidráulicos,97.0,414.1,40167.8,6426.85,46594.65,MXN,PO00273,S00024,E00002
4DD0AB74-D257-0290-F616-EC6F704DD17E,recibida,A,69167,2025-04-17,2025-04-17,LNR0211046T5,Pinturas Nuevo León SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,30102000,Perfil PTR 2x2,125.0,211.12,26390,4222.4,30612.4,MXN,PO00253,S00019,E00002
690080D1-C7F3-13DC-BF7B-F4E127BC639B,recibida,A,70811,2025-04-17,2025-04-17,RGL990201RM6,Gestoría y Enlace Santa Catarina S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de gestión y enlace comercial,1.0,48000.0,48000,7680.0,55680.0,MXN,PO00092,S00034,E00002
D7127F9A-726D-1214-50A5-AA39FA82E27F,recibida,A,22066,2025-04-21,2025-04-22,HSA170302L56,Distribuidora del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80131500,Renta de montacargas,1.0,29269.9,29269.9,4683.18,33953.08,MXN,PO00398,S00005,E00002
EA8C141F-AC9B-9C04-38C7-F02DA4C41298,recibida,A,10108,2025-04-21,2025-04-21,QLD0604095NT,Metálica San Nicolás SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Servicio de mantenimiento,1.0,17357.8,17357.8,2777.25,20135.05,MXN,PO00382,S00010,E00002
0961938C-AF24-D47E-9034-FC79624E6314,recibida,A,58804,2025-04-21,2025-04-22,EVO0907049MQ,Hidráulica Nuevo León SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,30102000,Tubo estructural,28.0,520.02,14560.5,2329.68,16890.18,MXN,PO00006,S00009,E00002
DE3904AA-9CA4-202B-983A-EC318EF03A8F,recibida,A,23482,2025-04-21,2025-04-21,FWD180424QZI,Pinturas Escobedo S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Sellos hidráulicos,144.0,118.73,17097.8,2735.65,19833.45,MXN,PO00159,S00035,E00002
07022D04-17B3-020D-69AD-74002A80FB52,emitida,F,1549,2025-04-21,2025-04-21,TIN091214KL3,Talleres Industriales del Norte SA de CV,IOL031203VT4,Autopartes Guerra S de RL de CV,G01,03,PPD,23271800,Fabricación de estructura,1.0,251218.2,251218.2,40194.91,291413.11,MXN,,C00015,E00007
CCAB53FC-1616-9C28-A38C-E77B02D4DDC2,emitida,F,1581,2025-04-21,2025-04-21,TIN091214KL3,Talleres Industriales del Norte SA de CV,TIV9003196BV,Grupo Chapa S de RL de CV,G01,03,PPD,23271800,Corte y doblez,1.0,106228.16,106228.16,16996.51,123224.67,MXN,,C00007,E00007
7144B8E0-ABDE-39C0-5FA0-9302E939A567,emitida,F,1638,2025-04-21,2025-04-21,TIN091214KL3,Talleres Industriales del Norte SA de CV,YRB930321HU5,Construcciones Sada S de RL de CV,G01,03,PPD,23271800,Corte y doblez,1.0,332143.95,332143.95,53143.03,385286.98,MXN,,C00014,E00007
3104C9E4-F64E-D2D5-FB71-7900F1362AE0,recibida,A,15936,2025-04-21,2025-04-22,PQK190120RM2,Industrias del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de asesoría integral,1.0,85000.0,85000,13600.0,98600.0,MXN,PO00397,S00003,E00002
D4A4E0F6-507C-F4AE-43A6-7D09BF517E78,recibida,A,9284,2025-04-21,2025-04-21,KPZ0809046NE,Neumática Santa Catarina SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de asesoría integral,1.0,250000.0,250000,40000.0,290000.0,MXN,PO00269,S00041,E00002
85B16F00-EEC9-AEB1-B024-AAE2E890FF09,recibida,A,5912,2025-04-21,2025-04-23,GER160625BPR,Maquinados Regiomontana S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,31161500,Discos de corte,1.0,18590.5,18590.5,2974.48,21564.98,MXN,PO00318,S00004,E00002
526DC30F-366F-4F2A-DFA9-9CB569C64982,recibida,A,54729,2025-04-23,2025-04-24,JSS931109XIQ,Neumática del Norte SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Sellos hidráulicos,70.0,59.86,4190.5,670.48,4860.98,MXN,PO00137,S00026,E00002
9118A7DC-3CCC-C0C3-2730-41B2A747A28E,recibida,A,10714,2025-04-24,2025-04-25,YZN920101669,Neumática Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Motor eléctrico 5HP,29.0,349.05,10122.4,1619.58,11741.98,MXN,PO00059,S00020,E00002
2F356962-FE67-DB95-8D69-BBEE779A92DC,recibida,A,78297,2025-04-25,2025-04-25,MKD060428P24,Suministros Guadalupe SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Bandas industriales,119.0,399.75,47569.9,7611.18,55181.08,MXN,PO00277,S00023,E00002
BD9A7846-02FB-5D6B-BF80-5A8A9155CB16,recibida,A,7292,2025-04-25,2025-04-26,PQK190120RM2,Industrias del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Estudio de mercado,1.0,200000.0,200000,32000.0,232000.0,MXN,PO00347,S00003,E00002
452D0345-8133-44CE-B279-B66ECFE50F7F,recibida,A,48518,2025-04-28,2025-04-30,BRG980912TE9,Ferretera Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de limpieza,1.0,11199.9,11199.9,1791.98,12991.88,MXN,PO00477,S00002,E00002
E4E87582-22C4-A141-7C77-C033CB13C790,recibida,A,52050,2025-04-28,2025-04-30,BRG980912TE9,Ferretera Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Consultoría de procesos,1.0,8370.0,8370,1339.2,9709.2,MXN,PO00418,S00002,E00002
4A7D9232-AA1B-DC2D-5C18-0535C726968E,recibida,A,82105,2025-04-28,2025-04-30,MKD060428P24,Suministros Guadalupe SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Válvulas neumáticas,132.0,219.09,28920.5,4627.28,33547.78,MXN,PO00130,S00023,E00002
DE526CF3-33CD-E969-8397-9CEC0DFD9B53,recibida,A,27599,2025-04-28,2025-04-29,MKD060428P24,Suministros Guadalupe SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Sellos hidráulicos,148.0,517.01,76517.8,12242.85,88760.65,MXN,PO00410,S00023,E00002
DDD4A67A-AC74-69BC-92AA-577E77A85DF0,emitida,F,1577,2025-04-28,2025-04-28,TIN091214KL3,Talleres Industriales del Norte SA de CV,AVL190904X3P,Autopartes Guerra SAPI de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,82129.95,82129.95,13140.79,95270.74,MXN,,C00006,E00007
2983F25E-FDBF-6EDC-DC50-03570A818BC0,emitida,F,1598,2025-04-28,2025-04-28,TIN091214KL3,Talleres Industriales del Norte SA de CV,NBX010517L3O,Envases Quintanilla S de RL de CV,G01,03,PPD,23271800,Corte y doblez,1.0,217471.79,217471.79,34795.49,252267.28,MXN,,C00017,E00007
4BB44588-86A6-4E9A-B00C-554D354EBD00,emitida,F,1614,2025-04-28,2025-04-28,TIN091214KL3,Talleres Industriales del Norte SA de CV,CSM870728H9S,Grupo Quintanilla S de RL de CV,G01,03,PPD,23271800,Fabricación de estructura,1.0,104052.88,104052.88,16648.46,120701.34,MXN,,C00001,E00007
6BE8189C-0137-E8EB-0787-65D4135848F0,recibida,A,94687,2025-04-28,2025-04-28,PQK190120RM2,Industrias del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,80101500,Consultoría estratégica,1.0,120000.0,120000,19200.0,139200.0,MXN,PO00538,S00003,E00002
B687872B-BE82-A004-DB2F-368D0DBA6E25,recibida,A,28284,2025-04-29,2025-04-30,EJM1706048OE,Servicios Santa Catarina SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Motor eléctrico 5HP,178.0,126.29,22479.9,3596.78,26076.68,MXN,PO00307,S00032,E00002
8F043FBC-F669-3CE4-9C59-7138C841FA96,recibida,A,40464,2025-04-29,2025-04-30,OFW920626UHP,Refacciones Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Capacitación,1.0,53332.4,53332.4,8533.18,61865.58,MXN,PO00027,S00027,E00002
FD4A63FA-5380-CE26-FA2B-0D67FBD688C6,recibida,A,31456,2025-05-01,2025-05-03,LNR0211046T5,Pinturas Nuevo León SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Placa de acero A36,85.0,149.76,12730,2036.8,14766.8,MXN,PO00426,S00019,E00002
FB2A2171-BD2D-0039-513A-F9665FD14FA7,recibida,A,93992,2025-05-01,2025-05-02,YZN920101669,Neumática Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Motor eléctrico 5HP,98.0,75.49,7397.8,1183.65,8581.45,MXN,PO00300,S00020,E00002
B51935EE-B1C8-EFE9-D36C-AEEB64663439,recibida,A,27663,2025-05-02,2025-05-04,MKD060428P24,Suministros Guadalupe SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Válvulas neumáticas,166.0,634.69,105357.8,16857.25,122215.05,MXN,PO00524,S00023,E00002
40E7E254-2052-1505-8F98-2BDC818419AA,emitida,F,1501,2025-05-02,2025-05-02,TIN091214KL3,Talleres Industriales del Norte SA de CV,OXQ101018OOO,Envases Guerra S de RL de CV,G01,03,PPD,23271800,Maquinado de piezas,1.0,396333.59,396333.59,63413.37,459746.96,MXN,,C00009,E00007
F2426F91-DB85-88A0-EDF2-A878790E64B6,recibida,A,53768,2025-05-05,2025-05-06,WRV860316MF8,Servicios Nuevo León SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Solvente industrial,184.0,277.81,51117.8,8178.85,59296.65,MXN,PO00081,S00038,E00002
2D53520C-D6A6-A194-50D3-6B8178FAEB5B,recibida,A,47276,2025-05-05,2025-05-06,FWD180424QZI,Pinturas Escobedo S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Bandas industriales,48.0,254.54,12217.8,1954.85,14172.65,MXN,PO00207,S00035,E00002
AB91FEF3-D251-7A8F-6E6E-3F4BEAAEA42D,recibida,A,76725,2025-05-05,2025-05-07,OFW920626UHP,Refacciones Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Asesoría fiscal,1.0,91552.4,91552.4,14648.38,106200.78,MXN,PO00310,S00027,E00002
BFFACF9D-ED50-5485-9D97-E5A1DD23A405,recibida,A,94569,2025-05-05,2025-05-05,YZN920101669,Neumática Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Motor eléctrico 5HP,165.0,156.79,25870,4139.2,30009.2,MXN,PO00446,S00020,E00002
E1524B89-2428-9354-939C-0939432A6D57,emitida,F,1522,2025-05-05,2025-05-05,TIN091214KL3,Talleres Industriales del Norte SA de CV,XVS9502132UY,Autopartes Quintanilla S de RL de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,280933.45,280933.45,44949.35,325882.8,MXN,,C00004,E00007
D49CDA0D-7F3A-532C-1EAE-B2637095CA2C,recibida,A,32993,2025-05-06,2025-05-06,XRN090413Q8F,Grupo San Nicolás SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicio de mantenimiento,1.0,25667.8,25667.8,4106.85,29774.65,MXN,PO00129,S00025,E00002
9DCE24AB-3686-57DD-72D8-E7C4A2B4736D,recibida,A,12343,2025-05-07,2025-05-09,OFW920626UHP,Refacciones Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de limpieza,1.0,76309.9,76309.9,12209.58,88519.48,MXN,PO00374,S00027,E00002
1D9865E4-B142-34B4-6DCD-66648EF5670C,recibida,A,62206,2025-05-07,2025-05-07,GER160625BPR,Maquinados Regiomontana S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,31161500,Discos de corte,98.0,187.5,18374.84,2939.97,21314.81,MXN,PO00319,S00004,E00002
BEFAF74C-DCF9-E4F7-D78D-5E5B2B51E65B,emitida,F,1566,2025-05-09,2025-05-09,TIN091214KL3,Talleres Industriales del Norte SA de CV,AVL190904X3P,Autopartes Guerra SAPI de CV,G01,03,PPD,23271800,Fabricación de estructura,1.0,373878.09,373878.09,59820.49,433698.58,MXN,,C00006,E00007
96960EDA-7321-AA43-05DA-1A327CE8C6ED,recibida,A,41498,2025-05-12,2025-05-12,TQX980213KP2,Soldadura Guadalupe S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,78101800,Maniobras de carga,1.0,9477.8,9477.8,1516.45,10994.25,MXN,PO00283,S00011,E00002
B7AEA3D4-E77F-A5D6-79FF-94D40321ABC2,recibida,A,78265,2025-05-12,2025-05-12,XRN090413Q8F,Grupo San Nicolás SA de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicio de mantenimiento,1.0,49000.0,49000,7840.0,56840.0,MXN,PO00522,S00025,E00002
9045303A-E35C-4287-F3FB-D118F3B25B17,recibida,A,12478,2025-05-12,2025-05-14,IXR870809SKC,Electrónica del Norte S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,78101800,Maniobras de carga,1.0,12147.8,12147.8,1943.65,14091.45,MXN,PO00532,S00012,E00002
A24C2205-2FF3-DCD1-9A06-85C22FAD3468,recibida,A,15912,2025-05-12,2025-05-12,EJM1706048OE,Servicios Santa Catarina SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PUE,40141600,Rodamientos SKF,187.0,126.79,23710,3793.6,27503.6,MXN,PO00428,S00032,E00002
ED01F9DE-24A7-C633-ECB1-E26CF597563A,recibida,A,46311,2025-05-12,2025-05-13,OFW920626UHP,Refacciones Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,80101500,Servicios de limpieza,1.0,99169.9,99169.9,15867.18,115037.08,MXN,PO00435,S00027,E00002
9D62B81F-B0FC-D420-C6BA-A643F8F32A95,recibida,A,37670,2025-05-12,2025-05-12,YZN920101669,Neumática Industrial S de RL de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,40141600,Válvulas neumáticas,183.0,48.09,8800,1408.0,10208.0,MXN,PO00021,S00020,E00002
CA7B1C0C-05A7-8B53-B507-E3E7DB6F3825,emitida,F,1561,2025-05-12,2025-05-12,TIN091214KL3,Talleres Industriales del Norte SA de CV,MFN980928Z69,Envases Martínez S de RL de CV,G01,03,PPD,23271800,Fabricación de estructura,1.0,96033.15,96033.15,15365.3,111398.45,MXN,,C00010,E00007
73BBE033-597E-8A62-6AC8-89DC180823F4,emitida,F,1574,2025-05-12,2025-05-12,TIN091214KL3,Talleres Industriales del Norte SA de CV,AVL190904X3P,Autopartes Guerra SAPI de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,261900.22,261900.22,41904.04,303804.26,MXN,,C00006,E00007
9D6DF827-1EB8-816F-7083-1B3B1E6DF350,recibida,A,34653,2025-05-13,2025-05-13,ZKV070614580,Empaques Apodaca SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Perfil PTR 2x2,79.0,321.39,25389.9,4062.38,29452.28,MXN,PO00203,S00039,E00002
88BA90F7-2E65-541E-6566-81CE61CFA87F,emitida,F,1508,2025-05-14,2025-05-14,TIN091214KL3,Talleres Industriales del Norte SA de CV,AKL141216HQE,Envases Guerra SA de CV,G01,03,PPD,23271800,Corte y doblez,1.0,223351.85,223351.85,35736.3,259088.15,MXN,,C00011,E00007
63625759-53A1-15B8-6417-2AFE21C9E13C,emitida,F,1570,2025-05-14,2025-05-14,TIN091214KL3,Talleres Industriales del Norte SA de CV,AVL190904X3P,Autopartes Guerra SAPI de CV,G01,03,PPD,23271800,Soldadura industrial,1.0,367875.04,367875.04,58860.01,426735.05,MXN,,C00006,E00007
2B56CEB1-58DD-E915-8DBE-90E01D593D3A,recibida,A,4362,2025-05-15,2025-05-15,EVO0907049MQ,Hidráulica Nuevo León SAPI de CV,TIN091214KL3,Talleres Industriales del Norte SA de CV,G03,03,PPD,30102000,Placa de acero A36,48.0,394.22,18922.4,3027.58,21949.98,MXN,PO00456,S00009,E00002
28CF6A87-063E-653E-2CE3-7441DD42E31B,emitida,F,1540,2025-05-15,2025-05-15,TIN091214KL3,Talleres Industriales del Norte SA de CV,LED040311C11,Construcciones Martínez SAPI de CV,G01,03,PPD,23271800,Corte y doblez,1.0,154685.31,154685.31,24749.65,179434.96,MXN,,C00005,E00007
E5CB5AD2-C99E-A83D-0166-C44CE9BAC0C1,emitida,F,1620,2025-05-15,2025-05-15,TIN091214KL3,Talleres Industriales del Norte SA de CV,CSM870728H9S,Grupo Quintanilla S de RL de CV,G01,03,PPD,23271800,Fabricación de estructura,1.0,42263.37,42263.37,6762.14,49025.51,MXN,,C00001,E00007
