uuid,issuer_rfc,receiver_rfc,issue_date,subtotal,iva,total,concepto_text,uso_cfdi,forma_pago,metodo_pago,status
171B1B80-09B7-FDF7-7D8D-3DDD2CF149CB,OSD160228AKR,TIN091214KL3,2025-04-07,188607.8,30177.25,218785.05,Barra redonda 1018,G03,03,PUE,vigente
8A34B26B-72CC-3FC5-5F77-5A7A25DFAC07,DGQ240803D6V,TIN091214KL3,2025-04-07,10310,1649.6,11959.6,Brocas HSS,G03,03,PPD,vigente
9AA33580-FB70-8DD7-BF3D-5023140642A8,TIN091214KL3,QSB920810FY7,2025-04-07,115984.61,18557.54,134542.15,Soldadura industrial,G01,03,PPD,vigente
23E7CD20-700E-A842-F334-685DB6AD478C,EOK870428F5T,TIN091214KL3,2025-04-07,64000,10240.0,74240.0,Servicios de gestión y enlace comercial,G03,03,PUE,vigente
1C3892E8-F2CF-CD63-80AB-4B7F2E968660,SZC9707063JK,TIN091214KL3,2025-04-07,17264.76,2762.36,20027.12,Electrodos 6013,G03,03,PUE,vigente
7957595F-25EE-2F0F-76A3-0EB0C50C71F4,TIN091214KL3,LSC21020236H,2025-04-08,70993.68,11358.99,82352.67,Corte y doblez,G01,03,PPD,vigente
BDCF6FD4-88DF-12C1-1FC8-628D4B4D1079,EOK870428F5T,TIN091214KL3,2025-04-09,64000,10240.0,74240.0,Servicios de gestión y enlace comercial,G03,03,PUE,vigente
AE61716A-1FB6-21AE-EC4E-8CBBA2AA378C,DBU231227UKE,TIN091214KL3,2025-04-14,23547.8,3767.65,27315.45,Válvulas neumáticas,G03,03,PPD,vigente
21BD55EB-915A-A3C0-7737-CFB5C3B1927B,ILK110504O8G,TIN091214KL3,2025-04-14,167869.9,26859.18,194729.08,Lámina de acero cal. 14,G03,03,PPD,vigente
8BBF1B30-9372-92E6-AF20-6A9DF9D18507,YMF930303K2S,TIN091214KL3,2025-04-14,8007.8,1281.25,9289.05,Brocas HSS,G03,03,PUE,vigente
DA05D2FC-1C71-A821-22F1-C32B47D5AC92,LJA880717NNC,TIN091214KL3,2025-04-14,26110,4177.6,30287.6,Válvulas neumáticas,G03,03,PPD,vigente
42FC7EDF-813A-3AA5-7D81-0C217F764FCE,TIN091214KL3,DLJ130219ENL,2025-04-14,145682.66,23309.23,168991.89,Soldadura industrial,G01,03,PPD,vigente
66AA394C-0CBE-938D-2B33-9734DA119684,TIN091214KL3,IVN2105163NY,2025-04-14,134241.94,21478.71,155720.65,Corte y doblez,G01,03,PPD,vigente
7521AA18-DDE4-F5C1-532C-5C01B017C533,SJP030817VDZ,TIN091214KL3,2025-04-15,29597.8,4735.65,34333.45,Solvente industrial,G03,03,PPD,vigente
BFFBD93B-2B15-619E-D5BF-85F32E3F674C,TIN091214KL3,HYZ031207YRR,2025-04-15,352542.32,56406.77,408949.09,Soldadura industrial,G01,03,PPD,vigente
DF495037-B40A-9181-AC09-BDB799086E47,YNB000215EQT,TIN091214KL3,2025-04-16,7509.9,1201.58,8711.48,Lámina de acero cal. 14,G03,03,PUE,vigente
73D39457-B25F-13DF-B8D4-9848702BA49F,UWP921026BTX,TIN091214KL3,2025-04-16,16952.4,2712.38,19664.78,Motor eléctrico 5HP,G03,03,PPD,vigente
59FE1C45-ABAC-7BF8-2F4D-DC9B3334CD07,TIN091214KL3,MAQ03062825L,2025-04-16,251537.1,40245.94,291783.04,Maquinado de piezas,G01,03,PPD,vigente
C190B0CF-9736-BB4F-F5C8-CE3CEEE31D47,DGQ240803D6V,TIN091214KL3,2025-04-17,12469.9,1995.18,14465.08,Brocas HSS,G03,03,PUE,vigente
C37944C1-C903-94EA-7D54-EC82288F3435,ZLV900812OLD,TIN091214KL3,2025-04-18,175880.5,28140.88,204021.38,Solvente industrial,G03,03,PPD,vigente
A104BDCE-FAB6-AD91-BACF-7CFC92451CC4,FNI920522YRY,TIN091214KL3,2025-04-18,164999.9,26399.98,191399.88,Rodamientos SKF,G03,03,PPD,vigente
70ECF41B-C5D5-6016-51B3-CCF588433A38,ILK110504O8G,TIN091214KL3,2025-04-18,101910.5,16305.68,118216.18,Tubo estructural,G03,03,PPD,vigente
2FDC9992-8971-8EEA-DF3A-098ACCAC2FB5,UWP921026BTX,TIN091214KL3,2025-04-21,10320,1651.2,11971.2,Válvulas neumáticas,G03,03,PUE,vigente
5C6801D6-4280-3AA0-55AC-0D06BE9DA951,LIP121209QK9,TIN091214KL3,2025-04-21,184757.8,29561.25,214319.05,Rodamientos SKF,G03,03,PPD,vigente
92D2408E-FF08-C739-4C1D-2E430C2B03E4,TIN091214KL3,TVB051103QYM,2025-04-21,143448.0,22951.68,166399.68,Corte y doblez,G01,03,PPD,vigente
30AED12D-E8F1-0194-EE25-356AAEE01EC9,LIP121209QK9,TIN091214KL3,2025-04-22,198262.4,31721.98,229984.38,Bandas industriales,G03,03,PUE,vigente
751303B9-C7DE-96EA-2B0F-BE4449E64C22,UWP921026BTX,TIN091214KL3,2025-04-23,12142.4,1942.78,14085.18,Bandas industriales,G03,03,PPD,vigente
F08D312E-7A73-2F35-6C55-40F0CC9CF41C,LIP121209QK9,TIN091214KL3,2025-04-24,174030.5,27844.88,201875.38,Rodamientos SKF,G03,03,PPD,vigente
D284B528-B091-6FB7-F17F-3F92D26AA790,FQZ88060892H,TIN091214KL3,2025-04-24,42062.4,6729.98,48792.38,Lámina de acero cal. 14,G03,03,PUE,vigente
D03BCBFC-DCA7-E284-F230-7C2230C7809B,TIN091214KL3,YCA050705OHS,2025-04-25,296882.94,47501.27,344384.21,Soldadura industrial,G01,03,PPD,vigente
108E04AC-99C6-207F-EC81-4510C42EAFC8,LPK240212P77,TIN091214KL3,2025-04-25,17044.92,2727.19,19772.11,Flete local — carta porte anexa,G03,03,PPD,vigente
56A3DCCC-C93C-9CC6-668B-28DA8222CD7F,DZI910804SQ0,TIN091214KL3,2025-04-28,8200.5,1312.08,9512.58,Lámina de acero cal. 14,G03,03,PUE,vigente
27DD1AC4-4282-B6E4-6986-305A5DA3F9CF,GTT9311046XL,TIN091214KL3,2025-04-28,22937.8,3670.05,26607.85,Capacitación,G03,03,PUE,vigente
12D2D7E6-387D-5ADD-E430-81AA6022E3FF,ZUX97062289Q,TIN091214KL3,2025-04-28,4337.8,694.05,5031.85,Renta de nave industrial,G03,03,PPD,vigente
BA3696CC-7CCD-1AC6-DB55-DAF52DD4450C,DGQ240803D6V,TIN091214KL3,2025-04-28,1570.45,251.27,1821.72,Discos de corte,G03,01,PUE,vigente
8F807D8B-E1D5-5F85-6967-858630463008,ZWS100912DOJ,TIN091214KL3,2025-04-29,45559.9,7289.58,52849.48,Capacitación,G03,03,PUE,vigente
BCE05A63-197F-9B8D-079B-F5E62275B1E2,TIN091214KL3,DLJ130219ENL,2025-04-29,266213.57,42594.17,308807.74,Maquinado de piezas,G01,03,PPD,vigente
56D2BB12-AF5A-7636-E8B8-D2529670CD19,TIN091214KL3,LSC21020236H,2025-04-29,222748.94,35639.83,258388.77,Corte y doblez,G01,03,PPD,vigente
1CC464ED-15F7-EF61-DA4E-C04CBA7E1B86,BTN8908152SD,TIN091214KL3,2025-04-30,81562.4,13049.98,94612.38,Bandas industriales,G03,03,PUE,vigente
72730E7B-7F9A-D277-DB49-6E6D1688782F,BGD030823RBW,TIN091214KL3,2025-05-01,61277.8,9804.45,71082.25,Barra redonda 1018,G03,03,PPD,vigente
2648C819-BD11-16EE-F58A-B7C7CCCF4130,LIP121209QK9,TIN091214KL3,2025-05-01,141337.8,22614.05,163951.85,Bandas industriales,G03,03,PUE,vigente
1EA15B0F-95AE-B18B-46AE-7E06CB5D2B59,DGN090812Y08,TIN091214KL3,2025-05-01,77172.4,12347.58,89519.98,Discos de corte,G03,03,PUE,vigente
EBD8A3B1-0B3D-0C36-17D0-981047A2A10B,PMN121218LZJ,TIN091214KL3,2025-05-02,118530,18964.8,137494.8,Placa de acero A36,G03,03,PPD,vigente
0DF407B8-2751-AB86-7DAE-C949D700B461,OSD160228AKR,TIN091214KL3,2025-05-02,64147.8,10263.65,74411.45,Barra redonda 1018,G03,03,PPD,vigente
567E642E-052D-FB9A-5F58-4603E5A3D8E9,HQP910421HXF,TIN091214KL3,2025-05-02,28177.8,4508.45,32686.25,Capacitación,G03,03,PPD,vigente
5DF1BF6F-938B-D3F8-8BD1-8D4BED3353FC,DFP890325WQU,TIN091214KL3,2025-05-02,20962.4,3353.98,24316.38,Servicio de energía,G03,03,PPD,vigente
F5F3943A-E8E7-F030-0203-83406372D635,TIN091214KL3,MNM040801DOQ,2025-05-02,348752.97,55800.48,404553.45,Corte y doblez,G01,03,PPD,vigente
44D7DF9A-238B-05B7-2B64-777C6177A771,FBY870108HAF,TIN091214KL3,2025-05-05,144090.5,23054.48,167144.98,Maniobras de carga,G03,03,PPD,vigente
0E165B12-9BDC-70D1-9CBF-7B8C74102D5D,WGM241113MRL,TIN091214KL3,2025-05-05,14430,2308.8,16738.8,Guantes de carnaza,G03,03,PUE,vigente
AB6EF8DD-5A66-9316-6641-4954C798A445,CZT910806Y6B,TIN091214KL3,2025-05-05,39510.5,6321.68,45832.18,Discos de corte,G03,03,PUE,vigente
CC0B200D-3EDE-C38E-0717-9EF331216863,TIN091214KL3,BBL150807MF5,2025-05-05,80881.09,12940.97,93822.06,Soldadura industrial,G01,03,PPD,vigente
3332432B-3D10-FA95-E8A4-42385FE8B710,EOK870428F5T,TIN091214KL3,2025-05-05,64000,10240.0,74240.0,Servicios de gestión y enlace comercial,G03,03,PPD,vigente
214C87B1-0CFC-6420-7192-E4438A6342CA,ILK110504O8G,TIN091214KL3,2025-05-06,76782.4,12285.18,89067.58,Barra redonda 1018,G03,03,PUE,vigente
A247541D-C8AD-0899-B630-794D6147ADEB,LAI101206479,TIN091214KL3,2025-05-07,167800,26848.0,194648.0,Brocas HSS,G03,03,PPD,vigente
D1F16485-429A-4A7C-4C80-D33AAD5BE3C8,PMN121218LZJ,TIN091214KL3,2025-05-08,210727.8,33716.45,244444.25,Barra redonda 1018,G03,03,PPD,vigente
96B31F4A-80DA-A8CA-6230-5D271A4B1606,ZLV900812OLD,TIN091214KL3,2025-05-08,86022.4,13763.58,99785.98,Brocas HSS,G03,03,PUE,vigente
0038DC84-A3ED-033A-A722-2EA2261B5048,CRH230311CX7,TIN091214KL3,2025-05-09,178580,28572.8,207152.8,Servicios de limpieza,G03,03,PPD,vigente
B34C6C73-5833-0B30-6C77-6E950B981CCD,MXU951103KXW,TIN091214KL3,2025-05-12,92580.5,14812.88,107393.38,Solvente industrial,G03,03,PUE,vigente
9BA4D5A6-0178-DE26-CEB5-57AC8B22E445,HTX0701065UO,TIN091214KL3,2025-05-12,25067.8,4010.85,29078.65,Flete foráneo,G03,03,PUE,vigente
650AD9AA-FA3F-012E-4D71-1F28618521AB,TIN091214KL3,YCA050705OHS,2025-05-12,221635.12,35461.62,257096.74,Soldadura industrial,G01,03,PPD,vigente
1D2AE042-042A-2F64-80E1-BE4DC4C608EB,TIN091214KL3,QSB920810FY7,2025-05-12,250804.44,40128.71,290933.15,Corte y doblez,G01,03,PPD,vigente
1F835B8D-ABAC-8660-E5C3-45FCF395C213,LPK240212P77,TIN091214KL3,2025-05-12,13323.06,2131.69,15454.75,Flete local — carta porte anexa,G03,03,PPD,vigente
721E8B1F-3895-8939-9342-A09FB00AC64C,UWP921026BTX,TIN091214KL3,2025-05-13,10759.9,1721.58,12481.48,Válvulas neumáticas,G03,03,PPD,vigente
FEA82E3A-B544-01CB-9541-0A9D090AAA93,ZLV900812OLD,TIN091214KL3,2025-05-13,200397.8,32063.65,232461.45,Guantes de carnaza,G03,03,PPD,vigente
57D52B78-9CF3-137E-F562-037B78AA16EA,LIP121209QK9,TIN091214KL3,2025-05-13,79452.4,12712.38,92164.78,Bandas industriales,G03,03,PPD,vigente
D17AD9BD-B1BA-0BEA-F969-057979DDCDD4,TIN091214KL3,TJB001222W10,2025-05-13,266078.58,42572.57,308651.15,Maquinado de piezas,G01,03,PPD,vigente
5A66219E-25F9-8046-0C1D-180ED8739636,DGQ240803D6V,TIN091214KL3,2025-05-14,10772.4,1723.58,12495.98,Brocas HSS,G03,03,PUE,vigente
F27E8CE7-2B8D-2C49-5E30-03E1F541A44E,TIN091214KL3,IVN2105163NY,2025-05-14,93730.43,14996.87,108727.3,Maquinado de piezas,G01,03,PPD,vigente
8044BEB2-B66E-DBF4-A0EA-0251495743A2,WGM241113MRL,TIN091214KL3,2025-05-15,21060,3369.6,24429.6,Guantes de carnaza,G03,03,PPD,vigente
BBD0FE6C-6108-FFCC-8186-722BA355AD05,DGN090812Y08,TIN091214KL3,2025-05-15,69527.8,11124.45,80652.25,Discos de corte,G03,03,PPD,vigente
5EA0942C-3F91-C419-E846-A9DF73733554,TIN091214KL3,YCA050705OHS,2025-05-15,124774.83,19963.97,144738.8,Corte y doblez,G01,03,PPD,vigente
663463E9-D317-D8C9-1060-573A721B7707,COL040206DTB,TIN091214KL3,2025-05-15,85000,13600.0,98600.0,Consultoría estratégica,G03,03,PPD,vigente
B266986C-B467-88BD-D38E-13E44DE1087B,PMN121218LZJ,TIN091214KL3,2025-05-16,191220,30595.2,221815.2,Placa de acero A36,G03,03,PUE,vigente
1B4FFD5F-C768-8339-27EF-53575B249C2A,LIP121209QK9,TIN091214KL3,2025-05-16,82740.5,13238.48,95978.98,Bandas industriales,G03,03,PPD,vigente
861B4F5B-45A0-8539-6DE8-370ACE9E9EBD,WGM241113MRL,TIN091214KL3,2025-05-19,42780,6844.8,49624.8,Discos de corte,G03,03,PUE,vigente
E54C8739-3133-839E-2E7D-952B785B8A07,ZWS100912DOJ,TIN091214KL3,2025-05-19,44580,7132.8,51712.8,Asesoría fiscal,G03,03,PUE,vigente
C5ED3982-760B-3673-6422-A73E958C9CFD,JPY870826UGV,TIN091214KL3,2025-05-19,92870,14859.2,107729.2,Tubo estructural,G03,03,PUE,vigente
8D783178-C935-A278-9645-DEC1840D214B,IHV020423VE4,TIN091214KL3,2025-05-19,200000,32000.0,232000.0,Consultoría estratégica,G03,03,PPD,vigente
601BFBCB-F0EE-BCCE-8D93-E14A5B167158,LAI101206479,TIN091214KL3,2025-05-20,179677.8,28748.45,208426.25,Guantes de carnaza,G03,03,PPD,vigente
6D56CFD5-79AB-3018-87F3-C9A4CD1A810D,TIN091214KL3,QPC951019FXZ,2025-05-20,64217.12,10274.74,74491.86,Fabricación de estructura,G01,03,PPD,vigente
6E3A0BA8-AC8D-6C7D-B2A6-E468D02B1243,IXC940413YZC,TIN091214KL3,2025-05-21,34512.4,5521.98,40034.38,Discos de corte,G03,03,PUE,vigente
402D35E8-1F47-D902-1BA8-4A917462F144,TIN091214KL3,DLJ130219ENL,2025-05-23,93054.68,14888.75,107943.43,Corte y doblez,G01,03,PPD,vigente
A06A187D-E2E6-E7A6-BBC9-94734363589C,WWH110626S3K,TIN091214KL3,2025-05-26,24030.5,3844.88,27875.38,Barra redonda 1018,G03,03,PUE,vigente
075072D6-2BAC-F712-D6A9-19E886D895E5,GTT9311046XL,TIN091214KL3,2025-05-26,15310.5,2449.68,17760.18,Consultoría de procesos,G03,03,PPD,vigente
922BDA48-2A7C-F9E9-D7A7-E7B188C62063,FNI920522YRY,TIN091214KL3,2025-05-26,189252.4,30280.38,219532.78,Motor eléctrico 5HP,G03,03,PUE,vigente
5170CA8A-A00E-0B60-64EE-C4C19714FADC,ILK110504O8G,TIN091214KL3,2025-05-26,193430.5,30948.88,224379.38,Perfil PTR 2x2,G03,03,PPD,vigente
72D35458-61EA-2F30-E42E-707AFE2BD987,MXU951103KXW,TIN091214KL3,2025-05-27,58340.5,9334.48,67674.98,Guantes de carnaza,G03,03,PUE,vigente
7C4F48E4-A7A0-2A3D-620F-230B439E754C,HQP910421HXF,TIN091214KL3,2025-05-27,96882.4,15501.18,112383.58,Servicios de limpieza,G03,03,PPD,vigente
4CB34663-7A21-1151-C166-A8B3F26BCEBF,ZWS100912DOJ,TIN091214KL3,2025-05-27,31710,5073.6,36783.6,Servicios de limpieza,G03,03,PPD,vigente
F3ABEA0D-5BE9-FDB3-DD92-DD7C0DB977A9,UWP921026BTX,TIN091214KL3,2025-05-28,8962.4,1433.98,10396.38,Motor eléctrico 5HP,G03,03,PUE,vigente
3581A632-54F5-DF70-05D2-D205789FED96,BTN8908152SD,TIN091214KL3,2025-05-28,50310,8049.6,58359.6,Sellos hidráulicos,G03,03,PUE,vigente
AFD0D2F7-E352-4444-6F04-AF36567C5D44,ZLV900812OLD,TIN091214KL3,2025-05-29,124699.9,19951.98,144651.88,Solvente industrial,G03,03,PPD,vigente
A925DE85-6258-8CE9-F7AE-EDE80A119BAC,CRH230311CX7,TIN091214KL3,2025-05-29,156830.5,25092.88,181923.38,Asesoría fiscal,G03,03,PPD,vigente
516C3B0A-5385-3918-BC40-15FAD4F76322,PMN121218LZJ,TIN091214KL3,2025-05-30,91862.4,14697.98,106560.38,Perfil PTR 2x2,G03,03,PUE,vigente
9DB94EEE-1A3C-2131-73DD-3BC6D06405A8,BGD030823RBW,TIN091214KL3,2025-06-02,82369.9,13179.18,95549.08,Lámina de acero cal. 14,G03,03,PUE,vigente
E744AA30-B135-6D67-6D4E-C8A4C4F4B844,JPY870826UGV,TIN091214KL3,2025-06-02,126450,20232.0,146682.0,Perfil PTR 2x2,G03,03,PPD,vigente
3ACDC514-DAE1-8B28-8D81-64B0F85AD287,LJA880717NNC,TIN091214KL3,2025-06-02,37449.9,5991.98,43441.88,Bandas industriales,G03,03,PPD,vigente
EBF484D0-CE6D-29BF-BC63-3D6C6EAF0A90,TIN091214KL3,ONS8703145G7,2025-06-02,216704.24,34672.68,251376.92,Soldadura industrial,G01,03,PPD,vigente
D544C79B-6AB7-6840-F5B5-AC7163EF5E69,TIN091214KL3,LSC21020236H,2025-06-02,300278.2,48044.51,348322.71,Soldadura industrial,G01,03,PPD,vigente
95ECEC2C-0798-3BC0-5797-44BA107380CB,SZC9707063JK,TIN091214KL3,2025-06-02,7371.31,1179.41,8550.72,Discos de corte,G03,03,PPD,vigente
8E85140D-0F9A-EB70-4670-7CD64CEDA164,YNB000215EQT,TIN091214KL3,2025-06-04,24499.9,3919.98,28419.88,Placa de acero A36,G03,03,PUE,vigente
719B2DD6-17B4-E75B-E9D1-8EC233BCB8A9,FNI920522YRY,TIN091214KL3,2025-06-04,77412.4,12385.98,89798.38,Rodamientos SKF,G03,03,PPD,vigente
797EB3E4-63DB-A8C8-B4A2-B699AEFA823B,JPY870826UGV,TIN091214KL3,2025-06-04,128109.9,20497.58,148607.48,Placa de acero A36,G03,03,PPD,vigente
4C23E844-3C47-22F3-C1B4-FD44D29CF92A,TIN091214KL3,MNM040801DOQ,2025-06-04,72490.12,11598.42,84088.54,Fabricación de estructura,G01,03,PPD,vigente
EB45BC38-9CF6-5E33-4B5F-174B6C267B56,DBY200622EMX,TIN091214KL3,2025-06-05,22262.4,3561.98,25824.38,Perfil PTR 2x2,G03,03,PUE,vigente
20F36E92-38EC-71AA-1E5C-5DA8D087EDCB,TIN091214KL3,MAQ03062825L,2025-06-05,50353.43,8056.55,58409.98,Fabricación de estructura,G01,03,PPD,vigente
A93C9413-1396-A289-C29A-988F18A95210,TIN091214KL3,DLJ130219ENL,2025-06-05,263908.03,42225.28,306133.31,Corte y doblez,G01,03,PPD,vigente
00473139-185D-F528-B425-8E191758D47E,WGM241113MRL,TIN091214KL3,2025-06-06,42490.5,6798.48,49288.98,Guantes de carnaza,G03,03,PUE,vigente
B3B6D344-F2E3-C6F0-0075-D3D5BA94AA66,OSD160228AKR,TIN091214KL3,2025-06-09,171322.4,27411.58,198733.98,Placa de acero A36,G03,03,PUE,vigente
2379C05F-A708-7280-34EE-0B6721BBD183,SJP030817VDZ,TIN091214KL3,2025-06-09,100432.4,16069.18,116501.58,Guantes de carnaza,G03,03,PUE,vigente
E606D7C2-1E18-046D-2E42-1840A05F36C8,HTX0701065UO,TIN091214KL3,2025-06-09,50037.8,8006.05,58043.85,Flete foráneo,G03,03,PUE,vigente
E0864418-7F3E-F59B-1638-613769F35B2D,FNI920522YRY,TIN091214KL3,2025-06-09,166492.4,26638.78,193131.18,Rodamientos SKF,G03,03,PPD,vigente
105F86AA-974E-8F83-D5D9-A3852BB24CBC,YMF930303K2S,TIN091214KL3,2025-06-09,12390,1982.4,14372.4,Guantes de carnaza,G03,03,PPD,vigente
6CC0067F-141F-746E-FB29-FF362155FBA8,TIN091214KL3,MAQ03062825L,2025-06-09,85123.91,13619.83,98743.74,Maquinado de piezas,G01,03,PPD,vigente
8DCD6E9B-39D2-D74A-71A7-1782D751AF9C,TIN091214KL3,IHL120323PQ0,2025-06-09,287336.76,45973.88,333310.64,Corte y doblez,G01,03,PPD,vigente
8DA5D39B-42C2-1797-0426-FCC9255B30E2,IXC940413YZC,TIN091214KL3,2025-06-10,29489.9,4718.38,34208.28,Electrodos 6013,G03,03,PPD,vigente
B440B852-E033-500E-A432-62B38675820E,SJP030817VDZ,TIN091214KL3,2025-06-10,57209.9,9153.58,66363.48,Solvente industrial,G03,03,PUE,vigente
83EF3CE9-9FFD-A1E7-4052-E3A566FD3215,TIN091214KL3,QPC951019FXZ,2025-06-10,112027.71,17924.43,129952.14,Corte y doblez,G01,03,PPD,vigente
C34201DB-2C3A-ACDC-AED5-4A468BDE005B,WGM241113MRL,TIN091214KL3,2025-06-12,17639.9,2822.38,20462.28,Guantes de carnaza,G03,03,PUE,vigente
29CE9BFA-5B7D-9D2D-22AF-F503B17AFF6D,TIN091214KL3,TJB001222W10,2025-06-13,205975.83,32956.13,238931.96,Maquinado de piezas,G01,03,PPD,vigente
65F30779-F6EE-5CDB-2D79-A2D1506E50C7,FBY870108HAF,TIN091214KL3,2025-06-16,149340.5,23894.48,173234.98,Flete foráneo,G03,03,PPD,vigente
71E15B9F-8C6D-768E-45BC-F3BAEF52D36E,GTT9311046XL,TIN091214KL3,2025-06-16,24187.8,3870.05,28057.85,Asesoría fiscal,G03,03,PUE,vigente
A3760C2D-7B31-DCDC-40D9-1A8E1F44AA88,DGN090812Y08,TIN091214KL3,2025-06-16,37320,5971.2,43291.2,Solvente industrial,G03,03,PPD,vigente
2DBB45BD-2138-E2E6-F013-A170D5CF3B4C,DGN090812Y08,TIN091214KL3,2025-06-16,33379.9,5340.78,38720.68,Discos de corte,G03,03,PUE,vigente
902A405C-3D9F-FE59-9BC0-FA9352CDADEF,FQZ88060892H,TIN091214KL3,2025-06-16,95007.8,15201.25,110209.05,Perfil PTR 2x2,G03,03,PPD,vigente
D2535515-9DC0-A8B5-5987-038AFCD6C18E,BTN8908152SD,TIN091214KL3,2025-06-16,105880,16940.8,122820.8,Sellos hidráulicos,G03,03,PUE,vigente
AF521B94-F186-E47A-A794-63208CF6E8B8,IXC940413YZC,TIN091214KL3,2025-06-18,21759.9,3481.58,25241.48,Electrodos 6013,G03,03,PPD,vigente
CD6BB03B-EB35-37A0-2D6E-0291B7893986,OSD160228AKR,TIN091214KL3,2025-06-19,202210.5,32353.68,234564.18,Placa de acero A36,G03,03,PUE,vigente
0DBDC5DA-7875-15B9-1E26-ED31D9E92758,ZLV900812OLD,TIN091214KL3,2025-06-19,110539.9,17686.38,128226.28,Brocas HSS,G03,03,PUE,vigente
6E89A7A8-B68D-4037-D8FE-3FB8A1628ABF,TIN091214KL3,LSC21020236H,2025-06-20,42834.74,6853.56,49688.3,Corte y doblez,G01,03,PPD,vigente
D4E99A65-022B-7E76-AC3C-BE3402B53D3D,JPY870826UGV,TIN091214KL3,2025-06-23,161860.5,25897.68,187758.18,Tubo estructural,G03,03,PPD,vigente
1C684DB0-0D33-3496-E352-85395D2E7B90,LJA880717NNC,TIN091214KL3,2025-06-23,42900,6864.0,49764.0,Válvulas neumáticas,G03,03,PPD,vigente
1F6D5768-677F-7C73-FD9B-FAF3D8125123,TIN091214KL3,IHL120323PQ0,2025-06-23,112094.86,17935.18,130030.04,Fabricación de estructura,G01,03,PPD,vigente
AE5A5F99-F1BB-5D9B-7499-BB6B9AFDD464,JMK241214132,TIN091214KL3,2025-06-23,75000,12000.0,87000.0,Bandas industriales,G03,03,PUE,vigente
DF2E37E7-C4FC-BB84-24AE-FBEA53CC6B95,FNI920522YRY,TIN091214KL3,2025-06-24,203269.9,32523.18,235793.08,Sellos hidráulicos,G03,03,PUE,vigente
5B7C57E8-FDF0-2450-585B-4B176D9B1EB1,TIN091214KL3,ZZR890918KKF,2025-06-24,177006.42,28321.03,205327.45,Corte y doblez,G01,03,PPD,vigente
54BBBCF8-28FE-A761-8D49-FE3F2CA8F783,UWP921026BTX,TIN091214KL3,2025-06-25,19610.5,3137.68,22748.18,Bandas industriales,G03,03,PPD,vigente
E2ED8686-B334-22CB-9A3F-0AD169A9AFF9,BGD030823RBW,TIN091214KL3,2025-06-25,211077.8,33772.45,244850.25,Placa de acero A36,G03,03,PPD,vigente
081FEC82-CA9A-CF77-B26A-51A576B40672,ZWS100912DOJ,TIN091214KL3,2025-06-25,29687.8,4750.05,34437.85,Capacitación,G03,03,PUE,vigente
D5B211A9-9DEC-2B83-3885-8F7E2F1A25A8,WWH110626S3K,TIN091214KL3,2025-06-26,10549.9,1687.98,12237.88,Placa de acero A36,G03,03,PUE,vigente
ADA59CB2-882A-E449-B5B7-1C24785CA87B,LJA880717NNC,TIN091214KL3,2025-06-26,31099.9,4975.98,36075.88,Válvulas neumáticas,G03,03,PPD,vigente
390239D9-FA8D-AE42-BA54-E9202099D180,MXU951103KXW,TIN091214KL3,2025-06-30,34069.9,5451.18,39521.08,Guantes de carnaza,G03,03,PPD,vigente
9FA4A627-D306-08BE-8548-867BAD5CBA24,DBU231227UKE,TIN091214KL3,2025-06-30,31280.5,5004.88,36285.38,Motor eléctrico 5HP,G03,03,PUE,vigente
290C4414-8DF5-0B01-DC4D-B762EA1AF7D2,DGN090812Y08,TIN091214KL3,2025-06-30,51227.8,8196.45,59424.25,Brocas HSS,G03,03,PUE,vigente
A033EDAD-0FDF-DE19-CFD8-35FC469FF562,BTN8908152SD,TIN091214KL3,2025-06-30,107712.4,17233.98,124946.38,Bandas industriales,G03,03,PUE,vigente
CBF85149-B6DA-99CD-D14B-256C67DB0943,ILK110504O8G,TIN091214KL3,2025-06-30,149550.5,23928.08,173478.58,Barra redonda 1018,G03,03,PUE,vigente
7122D7A0-D129-72D3-2396-6B835CD14B22,TIN091214KL3,MAQ03062825L,2025-06-30,152166.45,24346.63,176513.08,Soldadura industrial,G01,03,PPD,vigente
CFA28FB8-4199-322E-3BA5-81263FF69F41,FQZ88060892H,TIN091214KL3,2025-07-02,37122.4,5939.58,43061.98,Tubo estructural,G03,03,PPD,vigente
FCCE5213-6789-9D92-F33C-4C369A690CAD,TIN091214KL3,DLJ130219ENL,2025-07-02,211297.46,33807.59,245105.05,Corte y doblez,G01,03,PPD,vigente
EAECF4E0-E819-09CE-0DD7-CAC28A1055C5,OEF190714EHM,TIN091214KL3,2025-07-02,300000,48000.0,348000.0,Promoción y desarrollo de mercado,G03,03,PUE,vigente
57BCAD3A-D0A1-7FE8-5F64-2A5317CBA85D,ZLV900812OLD,TIN091214KL3,2025-07-03,198379.9,31740.78,230120.68,Brocas HSS,G03,03,PPD,vigente
0AF57E60-3BE8-A5DF-5E93-4DE043ACE875,WWH110626S3K,TIN091214KL3,2025-07-03,6887.8,1102.05,7989.85,Placa de acero A36,G03,03,PPD,vigente
2CD51392-D98F-5E83-CF5B-294DD2CC4853,COL040206DTB,TIN091214KL3,2025-07-03,200000,32000.0,232000.0,Estudio de mercado,G03,03,PUE,vigente
1A57F9E4-C5F8-E2F8-414F-499428457780,WGM241113MRL,TIN091214KL3,2025-07-04,14429.9,2308.78,16738.68,Electrodos 6013,G03,03,PUE,vigente
